Enemy,Damage Taken
Centurion and Healer,7.0
Shield and Spear,7.0
Exordium Wildlife,7.0
Cultist,7.0
Small Slimes,7.0
2 Thieves,7.0
Large Slime,7.0
2 Louse,7.0
Blue Slaver,7.0
3 Cultists,7.0
Centurion and Healer,7.0
2 Fungi Beasts,7.0
Small Slimes,7.0
3 Sentries,7.0
Large Slime,7.0
Jaw Worm,7.0
Cultist,7.0
Jaw Worm,7.0
Jaw Worm,7.0
2 Louse,7.0
Small Slimes,7.0
Spire Growth,7.0
Nemesis,7.0
Jaw Worm,7.0
Gremlin Nob,7.0
Gremlin Nob,7.0
Red Slaver,7.0
Cultist,7.0
Small Slimes,7.0
Jaw Worm,7.0
3 Shapes,7.0
Large Slime,7.0
3 Sentries,7.0
Lagavulin,7.0
Slime Boss,7.0
Chosen and Byrds,7.0
Sentry and Sphere,7.0
2 Louse,7.0
3 Louse,7.0
Chosen,7.0
4 Shapes,7.0
2 Thieves,7.0
Sentry and Sphere,7.0
Reptomancer,7.0
Jaw Worm,7.0
Writhing Mass,7.0
Cultist,7.0
Jaw Worm,7.0
2 Louse,7.0
Small Slimes,7.0
Jaw Worm,7.0
Book of Stabbing,7.0
Blue Slaver,7.0
Exordium Wildlife,7.0
3 Louse,7.0
Cultist,7.0
Chosen,7.0
Cultist,7.0
Looter,7.0
Large Slime,7.0
Chosen,7.0
Chosen and Byrds,7.0
Mind Bloom Boss Battle,7.0
2 Louse,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Chosen,7.0
Blue Slaver,7.0
Small Slimes,7.0
Mind Bloom Boss Battle,7.0
Lagavulin,7.0
Looter,7.0
Jaw Worm,7.0
Small Slimes,7.0
Jaw Worm,7.0
Book of Stabbing,7.0
Slavers,7.0
Jaw Worm,7.0
Writhing Mass,7.0
Jaw Worm,7.0
Jaw Worm,7.0
4 Shapes,7.0
Shield and Spear,7.0
Small Slimes,7.0
Large Slime,7.0
Chosen,7.0
Small Slimes,7.0
Cultist,7.0
Spheric Guardian,7.0
Spheric Guardian,7.0
Cultist,7.0
Looter,7.0
Jaw Worm,7.0
Donu and Deca,7.0
2 Louse,7.0
Gremlin Nob,7.0
Hexaghost,7.0
Lagavulin,7.0
Blue Slaver,7.0
Jaw Worm,7.0
Large Slime,7.0
Cultist,7.0
Gremlin Leader,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Shelled Parasite and Fungi,7.0
3 Sentries,7.0
Book of Stabbing,7.0
Large Slime,7.0
3 Louse,7.0
Spire Growth,7.0
Exordium Thugs,7.0
Maw,7.0
Jaw Worm,7.0
Small Slimes,7.0
Lagavulin,7.0
Large Slime,7.0
2 Fungi Beasts,7.0
Cultist,7.0
Jaw Worm,7.0
Exordium Thugs,7.0
Giant Head,7.0
Jaw Worm,7.0
2 Thieves,7.0
3 Shapes,7.0
3 Louse,7.0
Looter,7.0
Lots of Slimes,7.0
Gremlin Gang,7.0
Jaw Worm,7.0
Shell Parasite,7.0
Small Slimes,7.0
Slime Boss,7.0
Book of Stabbing,7.0
Collector,7.0
Blue Slaver,7.0
Centurion and Healer,7.0
Lots of Slimes,7.0
Small Slimes,7.0
Small Slimes,7.0
2 Fungi Beasts,7.0
2 Fungi Beasts,7.0
Jaw Worm,7.0
3 Shapes,7.0
Jaw Worm,7.0
2 Thieves,7.0
Jaw Worm,7.0
2 Louse,7.0
Sentry and Sphere,7.0
Small Slimes,7.0
3 Shapes,7.0
3 Louse,7.0
Snecko,7.0
Shield and Spear,7.0
Chosen and Byrds,7.0
Snake Plant,7.0
3 Shapes,7.0
Hexaghost,7.0
Jaw Worm,7.0
Cultist,7.0
Exordium Thugs,7.0
3 Darklings,7.0
Slavers,7.0
2 Louse,7.0
3 Byrds,7.0
Champ,7.0
2 Thieves,7.0
3 Sentries,7.0
Jaw Worm,7.0
The Guardian,7.0
Blue Slaver,7.0
3 Louse,7.0
Small Slimes,7.0
Gremlin Leader,7.0
3 Sentries,7.0
2 Thieves,7.0
2 Louse,7.0
Small Slimes,7.0
3 Louse,7.0
Giant Head,7.0
Maw,7.0
3 Sentries,7.0
Slime Boss,7.0
Small Slimes,7.0
Jaw Worm,7.0
Exordium Wildlife,7.0
2 Thieves,7.0
2 Louse,7.0
3 Sentries,7.0
Jaw Worm,7.0
Jaw Worm Horde,7.0
Red Slaver,7.0
Jaw Worm,7.0
Maw,7.0
Gremlin Nob,7.0
Shell Parasite,7.0
Jaw Worm,7.0
Looter,7.0
Gremlin Nob,7.0
Blue Slaver,7.0
Centurion and Healer,7.0
2 Fungi Beasts,7.0
Jaw Worm,7.0
Small Slimes,7.0
Cultist,7.0
Shelled Parasite and Fungi,7.0
Snake Plant,7.0
Lagavulin,7.0
Cultist,7.0
Spheric Guardian,7.0
3 Byrds,7.0
Centurion and Healer,7.0
Blue Slaver,7.0
Small Slimes,7.0
3 Darklings,7.0
Shell Parasite,7.0
Jaw Worm,7.0
Jaw Worm,7.0
3 Louse,7.0
Red Slaver,7.0
2 Fungi Beasts,7.0
Jaw Worm,7.0
Orb Walker,7.0
Gremlin Leader,7.0
Small Slimes,7.0
Centurion and Healer,7.0
Blue Slaver,7.0
Jaw Worm,7.0
Snake Plant,7.0
Small Slimes,7.0
Small Slimes,7.0
Large Slime,7.0
Chosen,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Lagavulin,7.0
3 Louse,7.0
Champ,7.0
Large Slime,7.0
Blue Slaver,7.0
Exordium Wildlife,7.0
Small Slimes,7.0
Jaw Worm,7.0
Cultist,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Exordium Thugs,7.0
Slavers,7.0
Cultist and Chosen,7.0
Slime Boss,7.0
Chosen,7.0
Reptomancer,7.0
Lagavulin,7.0
Jaw Worm,7.0
2 Louse,7.0
Small Slimes,7.0
Lagavulin,7.0
Centurion and Healer,7.0
Snake Plant,7.0
Snecko,7.0
Snecko,7.0
3 Darklings,7.0
Book of Stabbing,7.0
Jaw Worm,7.0
The Guardian,7.0
2 Louse,7.0
Lagavulin,7.0
3 Shapes,7.0
Masked Bandits,7.0
Small Slimes,7.0
Jaw Worm,7.0
3 Sentries,7.0
Slime Boss,7.0
Maw,7.0
Gremlin Gang,7.0
2 Thieves,7.0
Blue Slaver,7.0
Small Slimes,7.0
Jaw Worm,7.0
Looter,7.0
Hexaghost,7.0
Jaw Worm,7.0
Small Slimes,7.0
Exordium Wildlife,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Slime Boss,7.0
The Guardian,7.0
Exordium Wildlife,7.0
Centurion and Healer,7.0
Writhing Mass,7.0
Snecko,7.0
2 Fungi Beasts,7.0
Lagavulin,7.0
Spheric Guardian,7.0
Shelled Parasite and Fungi,7.0
3 Cultists,7.0
Snecko,7.0
3 Shapes,7.0
Maw,7.0
Jaw Worm,7.0
Giant Head,7.0
3 Sentries,7.0
The Guardian,7.0
2 Louse,7.0
3 Sentries,7.0
Small Slimes,7.0
Small Slimes,7.0
Time Eater,7.0
Red Slaver,7.0
Small Slimes,7.0
Small Slimes,7.0
Gremlin Gang,7.0
Small Slimes,7.0
Slavers,7.0
Slavers,7.0
3 Louse,7.0
Snecko,7.0
Jaw Worm,7.0
Small Slimes,7.0
Gremlin Leader,7.0
Slavers,7.0
Donu and Deca,7.0
Cultist,7.0
Small Slimes,7.0
3 Louse,7.0
2 Thieves,7.0
Lots of Slimes,7.0
3 Sentries,7.0
Lots of Slimes,7.0
Transient,7.0
3 Louse,7.0
Chosen,7.0
Book of Stabbing,7.0
Lagavulin,7.0
Gremlin Gang,7.0
2 Louse,7.0
Lagavulin,7.0
Snake Plant,7.0
Snecko,7.0
Small Slimes,7.0
Jaw Worm,7.0
2 Thieves,7.0
Jaw Worm,7.0
Exordium Thugs,7.0
Collector,7.0
Exordium Wildlife,7.0
Small Slimes,7.0
3 Louse,7.0
Small Slimes,7.0
2 Fungi Beasts,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Gremlin Nob,7.0
3 Sentries,7.0
Blue Slaver,7.0
The Guardian,7.0
2 Thieves,7.0
Slavers,7.0
Book of Stabbing,7.0
Chosen,7.0
Looter,7.0
Jaw Worm,7.0
Mind Bloom Boss Battle,7.0
Snake Plant,7.0
Shield and Spear,7.0
3 Byrds,7.0
Exordium Thugs,7.0
Cultist,7.0
Chosen,7.0
2 Fungi Beasts,7.0
Small Slimes,7.0
Cultist,7.0
Jaw Worm,7.0
Lagavulin,7.0
Awakened One,7.0
Jaw Worm,7.0
Red Slaver,7.0
3 Sentries,7.0
Exordium Thugs,7.0
Slime Boss,7.0
3 Shapes,7.0
Chosen,7.0
Lagavulin,7.0
3 Louse,7.0
Snecko,7.0
Blue Slaver,7.0
3 Sentries,7.0
Large Slime,7.0
Book of Stabbing,7.0
Small Slimes,7.0
3 Darklings,7.0
Gremlin Gang,7.0
Slavers,7.0
Shelled Parasite and Fungi,7.0
Collector,7.0
2 Louse,7.0
Snecko,7.0
Large Slime,7.0
Lagavulin,7.0
Jaw Worm,7.0
Cultist,7.0
Small Slimes,7.0
Maw,7.0
Looter,7.0
Small Slimes,7.0
Small Slimes,7.0
2 Fungi Beasts,7.0
Jaw Worm,7.0
3 Sentries,7.0
Looter,7.0
Jaw Worm,7.0
Jaw Worm,7.0
2 Orb Walkers,7.0
2 Fungi Beasts,7.0
Exordium Wildlife,7.0
Jaw Worm,7.0
Gremlin Nob,7.0
Lagavulin,7.0
Centurion and Healer,7.0
Collector,7.0
Reptomancer,7.0
Chosen and Byrds,7.0
Sentry and Sphere,7.0
Small Slimes,7.0
Small Slimes,7.0
Cultist,7.0
Jaw Worm,7.0
Slavers,7.0
Exordium Wildlife,7.0
Looter,7.0
Time Eater,7.0
Cultist and Chosen,7.0
Small Slimes,7.0
Cultist,7.0
Gremlin Nob,7.0
3 Darklings,7.0
Small Slimes,7.0
Jaw Worm,7.0
Centurion and Healer,7.0
Looter,7.0
3 Darklings,7.0
3 Byrds,7.0
Exordium Wildlife,7.0
3 Sentries,7.0
Transient,7.0
Cultist,7.0
Jaw Worm,7.0
3 Louse,7.0
Small Slimes,7.0
Jaw Worm,7.0
Cultist,7.0
Chosen,7.0
Centurion and Healer,7.0
Lagavulin,7.0
Snecko,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Orb Walker,7.0
The Guardian,7.0
Jaw Worm,7.0
Jaw Worm,7.0
3 Byrds,7.0
Looter,7.0
Looter,7.0
Large Slime,7.0
3 Byrds,7.0
Gremlin Leader,7.0
Red Slaver,7.0
Blue Slaver,7.0
Jaw Worm,7.0
Small Slimes,7.0
2 Louse,7.0
Looter,7.0
Large Slime,7.0
Cultist and Chosen,7.0
Shell Parasite,7.0
Lagavulin,7.0
3 Louse,7.0
Book of Stabbing,7.0
Looter,7.0
Masked Bandits,7.0
2 Louse,7.0
Slavers,7.0
2 Louse,7.0
Snecko,7.0
Lagavulin,7.0
Small Slimes,7.0
Jaw Worm,7.0
3 Sentries,7.0
Jaw Worm,7.0
Chosen,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Lagavulin,7.0
3 Byrds,7.0
Lagavulin,7.0
Transient,7.0
Awakened One,7.0
Mind Bloom Boss Battle,7.0
Exordium Thugs,7.0
Lagavulin,7.0
Spire Growth,7.0
Cultist,7.0
Shelled Parasite and Fungi,7.0
3 Shapes,7.0
Jaw Worm,7.0
3 Sentries,7.0
Slavers,7.0
Lagavulin,7.0
2 Fungi Beasts,7.0
Cultist,6.0
Small Slimes,6.0
Gremlin Nob,6.0
Spire Growth,6.0
Jaw Worm,6.0
The Guardian,6.0
Gremlin Nob,6.0
The Guardian,6.0
Masked Bandits,6.0
Shell Parasite,6.0
Gremlin Nob,6.0
Maw,6.0
Small Slimes,6.0
Gremlin Leader,6.0
Spire Growth,6.0
Snake Plant,6.0
3 Byrds,6.0
3 Shapes,6.0
3 Sentries,6.0
Lagavulin,6.0
Slavers,6.0
Nemesis,6.0
Gremlin Nob,6.0
Snake Plant,6.0
3 Shapes,6.0
2 Thieves,6.0
Snake Plant,6.0
Exordium Thugs,6.0
Large Slime,6.0
3 Byrds,6.0
Cultist,6.0
Shelled Parasite and Fungi,6.0
Jaw Worm,6.0
Centurion and Healer,6.0
Chosen,6.0
2 Louse,6.0
Cultist,6.0
Awakened One,6.0
Centurion and Healer,6.0
3 Byrds,6.0
Sentry and Sphere,6.0
Small Slimes,6.0
Lots of Slimes,6.0
Small Slimes,6.0
Time Eater,6.0
2 Louse,6.0
Cultist,6.0
2 Louse,6.0
Cultist,6.0
Cultist,6.0
Large Slime,6.0
Cultist,6.0
Cultist,6.0
Slavers,6.0
Shell Parasite,6.0
2 Thieves,6.0
Chosen and Byrds,6.0
Cultist and Chosen,6.0
Lots of Slimes,6.0
Exordium Wildlife,6.0
Chosen,6.0
Sentry and Sphere,6.0
Maw,6.0
Snecko,6.0
Sphere and 2 Shapes,6.0
Cultist,6.0
Jaw Worm,6.0
The Guardian,6.0
Cultist,6.0
Looter,6.0
Looter,6.0
3 Cultists,6.0
Small Slimes,6.0
Spheric Guardian,6.0
Cultist,6.0
Jaw Worm,6.0
Maw,6.0
2 Louse,6.0
The Guardian,6.0
Blue Slaver,6.0
Snecko,6.0
Slavers,6.0
Spire Growth,6.0
Cultist,6.0
Sphere and 2 Shapes,6.0
Shelled Parasite and Fungi,6.0
Blue Slaver,6.0
Gremlin Nob,6.0
3 Sentries,6.0
Slime Boss,6.0
Slime Boss,6.0
2 Louse,6.0
Lagavulin,6.0
Chosen,6.0
Book of Stabbing,6.0
Spheric Guardian,6.0
Red Slaver,6.0
Gremlin Nob,6.0
Cultist,6.0
2 Thieves,6.0
Orb Walker,6.0
3 Sentries,6.0
Hexaghost,6.0
2 Thieves,6.0
Cultist,6.0
Giant Head,6.0
Cultist and Chosen,6.0
3 Louse,6.0
Cultist,6.0
Book of Stabbing,6.0
2 Thieves,6.0
Shelled Parasite and Fungi,6.0
Shield and Spear,6.0
Snake Plant,6.0
Cultist,6.0
Cultist,6.0
Snecko,6.0
Book of Stabbing,6.0
Blue Slaver,6.0
Chosen,6.0
2 Louse,6.0
Jaw Worm,6.0
Centurion and Healer,6.0
The Guardian,6.0
2 Louse,6.0
2 Louse,6.0
Looter,6.0
The Guardian,6.0
2 Louse,6.0
Shell Parasite,6.0
Gremlin Leader,6.0
Shelled Parasite and Fungi,6.0
Gremlin Nob,6.0
Gremlin Gang,6.0
Hexaghost,6.0
2 Louse,6.0
Looter,6.0
Cultist,6.0
Cultist,6.0
Jaw Worm,6.0
Cultist,6.0
Lots of Slimes,6.0
Shell Parasite,6.0
Cultist,6.0
Nemesis,6.0
Spheric Guardian,6.0
2 Louse,6.0
Exordium Wildlife,6.0
Gremlin Nob,6.0
Large Slime,6.0
Exordium Thugs,6.0
Looter,6.0
Cultist,6.0
Looter,6.0
Lagavulin,6.0
The Mushroom Lair,6.0
Small Slimes,6.0
Jaw Worm,6.0
2 Louse,6.0
Jaw Worm,6.0
Shell Parasite,6.0
Chosen and Byrds,6.0
Cultist,6.0
Book of Stabbing,6.0
Lagavulin,6.0
Spheric Guardian,6.0
Cultist,6.0
Cultist,6.0
Cultist,6.0
Cultist,6.0
Jaw Worm,6.0
Cultist,6.0
Lagavulin,6.0
Hexaghost,6.0
3 Cultists,6.0
Looter,6.0
3 Sentries,6.0
Lagavulin,6.0
Cultist,6.0
3 Darklings,6.0
Cultist,6.0
Book of Stabbing,6.0
Cultist,6.0
Nemesis,6.0
Looter,6.0
2 Fungi Beasts,6.0
3 Cultists,6.0
Cultist,6.0
2 Louse,6.0
2 Thieves,6.0
Slavers,6.0
3 Louse,6.0
Gremlin Nob,6.0
Cultist,6.0
Cultist and Chosen,6.0
Cultist and Chosen,6.0
Gremlin Nob,6.0
Writhing Mass,6.0
Cultist,6.0
Looter,6.0
Maw,6.0
Sphere and 2 Shapes,6.0
2 Louse,6.0
Gremlin Gang,6.0
Slime Boss,6.0
Jaw Worm,6.0
Small Slimes,6.0
2 Louse,6.0
Cultist,6.0
Exordium Wildlife,6.0
3 Shapes,6.0
Orb Walker,6.0
Lagavulin,6.0
The Guardian,6.0
Exordium Wildlife,6.0
2 Louse,6.0
Small Slimes,6.0
Lagavulin,6.0
2 Louse,6.0
3 Sentries,6.0
Jaw Worm,6.0
Cultist,6.0
Large Slime,6.0
Looter,6.0
Looter,6.0
Exordium Wildlife,6.0
3 Byrds,6.0
Looter,6.0
Automaton,6.0
Cultist,6.0
3 Sentries,6.0
2 Fungi Beasts,6.0
Gremlin Nob,6.0
Maw,6.0
Looter,6.0
Jaw Worm,6.0
Champ,6.0
The Heart,6.0
Large Slime,6.0
Blue Slaver,6.0
Orb Walker,6.0
Cultist,6.0
Chosen and Byrds,6.0
Shell Parasite,6.0
Gremlin Nob,6.0
Jaw Worm,6.0
Centurion and Healer,6.0
Centurion and Healer,6.0
Sphere and 2 Shapes,6.0
Cultist,6.0
Red Slaver,6.0
Lots of Slimes,6.0
2 Thieves,6.0
2 Louse,6.0
Blue Slaver,6.0
Cultist,6.0
3 Darklings,6.0
Looter,6.0
3 Louse,6.0
2 Fungi Beasts,6.0
Blue Slaver,6.0
Exordium Thugs,6.0
Masked Bandits,6.0
Shelled Parasite and Fungi,6.0
Lots of Slimes,6.0
Chosen and Byrds,6.0
Gremlin Nob,6.0
Chosen,6.0
Jaw Worm,6.0
Lots of Slimes,6.0
Cultist and Chosen,6.0
The Heart,6.0
Cultist,6.0
Looter,6.0
Lagavulin,6.0
3 Shapes,6.0
Lagavulin,6.0
Snecko,6.0
Snecko,6.0
Gremlin Nob,6.0
Looter,6.0
Spheric Guardian,6.0
Gremlin Nob,6.0
Orb Walker,6.0
Lots of Slimes,6.0
Cultist,6.0
Snake Plant,6.0
Cultist,6.0
3 Louse,6.0
Gremlin Nob,6.0
Looter,6.0
Shelled Parasite and Fungi,6.0
2 Louse,6.0
Cultist,6.0
Exordium Thugs,6.0
Small Slimes,6.0
Snecko,6.0
Small Slimes,6.0
Cultist,6.0
Shield and Spear,6.0
Small Slimes,6.0
Exordium Thugs,6.0
Blue Slaver,6.0
3 Sentries,6.0
Large Slime,6.0
Large Slime,6.0
2 Fungi Beasts,6.0
Shelled Parasite and Fungi,6.0
3 Cultists,6.0
Lagavulin,6.0
Blue Slaver,6.0
3 Cultists,6.0
Jaw Worm Horde,6.0
Lagavulin,6.0
3 Sentries,6.0
Cultist,6.0
2 Thieves,6.0
Book of Stabbing,6.0
3 Byrds,6.0
Shell Parasite,6.0
Awakened One,6.0
Chosen,6.0
2 Fungi Beasts,6.0
3 Cultists,6.0
Looter,6.0
Orb Walker,6.0
3 Cultists,6.0
3 Darklings,6.0
Spire Growth,6.0
Cultist,6.0
3 Louse,6.0
3 Byrds,6.0
3 Byrds,6.0
Shell Parasite,6.0
Exordium Wildlife,6.0
3 Darklings,6.0
Orb Walker,6.0
Exordium Thugs,6.0
2 Thieves,6.0
Snake Plant,6.0
Small Slimes,6.0
Shelled Parasite and Fungi,6.0
Nemesis,6.0
Jaw Worm,6.0
Cultist,6.0
Gremlin Nob,6.0
Gremlin Nob,6.0
Looter,6.0
Looter,6.0
Gremlin Nob,6.0
2 Louse,6.0
3 Cultists,6.0
Snake Plant,6.0
Shell Parasite,6.0
Chosen,6.0
Cultist,6.0
Gremlin Nob,6.0
Cultist,6.0
2 Thieves,6.0
Red Slaver,6.0
Gremlin Nob,6.0
Looter,6.0
Blue Slaver,6.0
Jaw Worm,6.0
Chosen,6.0
Sentry and Sphere,6.0
Lagavulin,6.0
3 Sentries,6.0
Snecko,6.0
Cultist,6.0
3 Cultists,6.0
Large Slime,6.0
2 Louse,6.0
Reptomancer,6.0
Cultist,6.0
Jaw Worm,6.0
Looter,6.0
Shell Parasite,6.0
Spheric Guardian,6.0
Cultist,6.0
2 Louse,6.0
Cultist,6.0
Large Slime,6.0
3 Sentries,6.0
Centurion and Healer,6.0
3 Sentries,6.0
Gremlin Leader,6.0
Time Eater,6.0
Gremlin Leader,6.0
2 Fungi Beasts,6.0
Lagavulin,6.0
Cultist,6.0
Cultist,6.0
Jaw Worm Horde,6.0
Spire Growth,6.0
Shell Parasite,6.0
Gremlin Nob,6.0
2 Louse,6.0
Jaw Worm,6.0
Gremlin Nob,6.0
Sentry and Sphere,6.0
Jaw Worm,6.0
Hexaghost,6.0
Gremlin Nob,6.0
Snecko,6.0
3 Sentries,6.0
3 Cultists,6.0
3 Louse,6.0
Cultist,6.0
Spire Growth,6.0
Small Slimes,6.0
3 Byrds,6.0
Awakened One,6.0
The Mushroom Lair,6.0
Gremlin Leader,6.0
Spire Growth,6.0
Jaw Worm,6.0
Red Slaver,6.0
Jaw Worm,6.0
3 Byrds,6.0
Cultist,6.0
Cultist,6.0
Cultist,6.0
4 Shapes,6.0
Lots of Slimes,6.0
Cultist,6.0
Hexaghost,6.0
Cultist,6.0
2 Thieves,6.0
Looter,6.0
Jaw Worm,6.0
Slime Boss,6.0
Cultist,6.0
Centurion and Healer,6.0
3 Shapes,6.0
3 Sentries,6.0
Exordium Wildlife,6.0
Lagavulin,6.0
Slavers,6.0
Book of Stabbing,6.0
3 Byrds,6.0
Snecko,6.0
Collector,6.0
Masked Bandits,6.0
Jaw Worm,6.0
Jaw Worm,6.0
Blue Slaver,6.0
Gremlin Nob,6.0
Cultist,6.0
Red Slaver,6.0
Cultist,6.0
2 Thieves,6.0
Shelled Parasite and Fungi,6.0
Chosen and Byrds,6.0
Snake Plant,6.0
Book of Stabbing,6.0
Jaw Worm Horde,6.0
3 Louse,6.0
Looter,6.0
Chosen and Byrds,6.0
Sentry and Sphere,6.0
Cultist,6.0
Jaw Worm,6.0
Small Slimes,6.0
3 Louse,6.0
Blue Slaver,6.0
Centurion and Healer,6.0
Gremlin Nob,6.0
Gremlin Gang,6.0
3 Louse,6.0
Snecko,6.0
Shelled Parasite and Fungi,6.0
Red Slaver,6.0
Masked Bandits,6.0
Exordium Wildlife,6.0
Chosen,6.0
Centurion and Healer,6.0
Gremlin Nob,6.0
Gremlin Gang,6.0
Small Slimes,6.0
Centurion and Healer,6.0
Spheric Guardian,6.0
Gremlin Leader,6.0
Exordium Wildlife,6.0
Sentry and Sphere,6.0
3 Louse,6.0
3 Louse,6.0
Jaw Worm,6.0
Automaton,6.0
3 Louse,6.0
Red Slaver,6.0
Cultist,6.0
Spheric Guardian,6.0
2 Louse,6.0
3 Louse,6.0
Jaw Worm,6.0
Blue Slaver,6.0
Looter,6.0
Shelled Parasite and Fungi,6.0
3 Sentries,6.0
Orb Walker,6.0
Giant Head,6.0
Cultist,6.0
2 Louse,6.0
Lagavulin,6.0
Gremlin Nob,6.0
Writhing Mass,6.0
Spire Growth,6.0
3 Darklings,6.0
Sentry and Sphere,6.0
Jaw Worm,6.0
Small Slimes,6.0
Cultist,6.0
Lots of Slimes,6.0
Lagavulin,6.0
Shelled Parasite and Fungi,6.0
Jaw Worm,6.0
3 Sentries,6.0
Chosen,6.0
Snecko,6.0
Giant Head,6.0
Nemesis,6.0
Centurion and Healer,6.0
Small Slimes,6.0
Lagavulin,6.0
2 Fungi Beasts,6.0
Cultist,6.0
Small Slimes,6.0
Looter,6.0
2 Louse,6.0
The Mushroom Lair,6.0
Looter,6.0
Looter,6.0
Large Slime,6.0
3 Cultists,6.0
Mind Bloom Boss Battle,6.0
Shelled Parasite and Fungi,6.0
Awakened One,6.0
2 Fungi Beasts,6.0
Awakened One,6.0
Looter,6.0
Gremlin Nob,6.0
Maw,6.0
Gremlin Nob,6.0
Exordium Thugs,6.0
3 Louse,6.0
3 Darklings,6.0
Gremlin Nob,6.0
Centurion and Healer,6.0
Slime Boss,6.0
Spheric Guardian,6.0
Jaw Worm,6.0
2 Fungi Beasts,6.0
Blue Slaver,6.0
Exordium Thugs,6.0
Jaw Worm,6.0
3 Byrds,6.0
Centurion and Healer,6.0
Nemesis,6.0
Cultist,6.0
Gremlin Nob,6.0
2 Thieves,6.0
Gremlin Nob,6.0
2 Louse,6.0
3 Louse,6.0
Shell Parasite,6.0
2 Thieves,6.0
Reptomancer,6.0
Spheric Guardian,6.0
2 Thieves,6.0
Cultist,6.0
3 Sentries,6.0
Sentry and Sphere,6.0
Looter,6.0
Exordium Thugs,6.0
Centurion and Healer,6.0
3 Darklings,6.0
4 Shapes,6.0
Looter,6.0
3 Sentries,6.0
3 Darklings,6.0
Blue Slaver,6.0
Small Slimes,6.0
Cultist and Chosen,6.0
3 Louse,6.0
4 Shapes,6.0
Shelled Parasite and Fungi,6.0
3 Shapes,6.0
2 Louse,6.0
Jaw Worm,6.0
Looter,6.0
Cultist,6.0
Snecko,6.0
Writhing Mass,6.0
Small Slimes,6.0
Lots of Slimes,6.0
Automaton,6.0
Cultist,6.0
Book of Stabbing,6.0
2 Louse,6.0
Snake Plant,6.0
Jaw Worm,6.0
Shelled Parasite and Fungi,6.0
Masked Bandits,6.0
Cultist,6.0
Blue Slaver,6.0
Blue Slaver,6.0
Gremlin Nob,6.0
Automaton,6.0
3 Byrds,6.0
Blue Slaver,6.0
Shell Parasite,6.0
Reptomancer,6.0
3 Darklings,6.0
Shield and Spear,6.0
Chosen,6.0
Shell Parasite,6.0
4 Shapes,6.0
Small Slimes,6.0
2 Fungi Beasts,6.0
2 Thieves,6.0
Exordium Thugs,6.0
Small Slimes,6.0
Small Slimes,6.0
Shell Parasite,6.0
Reptomancer,6.0
Reptomancer,6.0
Slavers,6.0
2 Louse,6.0
Cultist,6.0
3 Cultists,6.0
Large Slime,6.0
Jaw Worm,6.0
Book of Stabbing,6.0
Donu and Deca,6.0
Spheric Guardian,6.0
4 Shapes,6.0
Exordium Wildlife,6.0
Cultist,6.0
3 Louse,6.0
Gremlin Nob,6.0
Blue Slaver,6.0
Centurion and Healer,6.0
Centurion and Healer,6.0
Large Slime,6.0
Book of Stabbing,6.0
Gremlin Nob,6.0
Cultist,6.0
Shelled Parasite and Fungi,6.0
Cultist and Chosen,6.0
Gremlin Nob,6.0
3 Sentries,6.0
Sentry and Sphere,6.0
Small Slimes,6.0
Gremlin Leader,6.0
Centurion and Healer,6.0
Automaton,6.0
Chosen,6.0
Gremlin Leader,6.0
Chosen and Byrds,6.0
Gremlin Leader,6.0
Sentry and Sphere,6.0
Cultist and Chosen,6.0
3 Sentries,6.0
Donu and Deca,6.0
2 Louse,6.0
Large Slime,6.0
Jaw Worm,6.0
Gremlin Nob,6.0
Cultist,6.0
The Guardian,6.0
3 Byrds,6.0
Snake Plant,6.0
Nemesis,6.0
Gremlin Nob,6.0
3 Sentries,6.0
Looter,6.0
Red Slaver,6.0
Jaw Worm,6.0
Gremlin Leader,6.0
Gremlin Nob,6.0
Looter,6.0
Cultist and Chosen,6.0
3 Cultists,6.0
3 Byrds,6.0
3 Louse,6.0
Gremlin Leader,6.0
2 Louse,6.0
3 Byrds,6.0
Small Slimes,6.0
Gremlin Nob,6.0
Blue Slaver,6.0
Blue Slaver,6.0
Lots of Slimes,6.0
Snake Plant,6.0
Exordium Wildlife,6.0
Gremlin Nob,6.0
Snecko,6.0
Writhing Mass,6.0
Looter,6.0
Cultist,6.0
Cultist,6.0
Cultist,6.0
Orb Walker,6.0
Large Slime,6.0
Snake Plant,6.0
3 Louse,6.0
Exordium Thugs,6.0
2 Fungi Beasts,6.0
Gremlin Nob,6.0
Large Slime,6.0
Masked Bandits,6.0
Snake Plant,6.0
Cultist and Chosen,6.0
The Heart,6.0
Gremlin Nob,6.0
The Guardian,6.0
Snake Plant,6.0
4 Shapes,6.0
2 Louse,6.0
3 Darklings,6.0
3 Louse,6.0
Jaw Worm,6.0
Jaw Worm,6.0
2 Thieves,6.0
Cultist and Chosen,6.0
Book of Stabbing,6.0
3 Cultists,6.0
Cultist,6.0
Jaw Worm,6.0
