Enemy,Damage Taken
Gremlin Nob,14.0
Exordium Wildlife,14.0
Centurion and Healer,14.0
Gremlin Nob,14.0
Shell Parasite,14.0
3 Sentries,14.0
Shelled Parasite and Fungi,14.0
Small Slimes,14.0
Gremlin Leader,14.0
Book of Stabbing,14.0
Orb Walker,14.0
Shelled Parasite and Fungi,14.0
Writhing Mass,14.0
3 Sentries,14.0
Looter,14.0
Writhing Mass,14.0
Time Eater,14.0
Gremlin Leader,14.0
Lagavulin,14.0
Gremlin Nob,14.0
Writhing Mass,14.0
Jaw Worm,14.0
Gremlin Nob,14.0
Shelled Parasite and Fungi,14.0
Reptomancer,14.0
Donu and Deca,14.0
Jaw Worm,14.0
Lagavulin,14.0
Centurion and Healer,14.0
3 Sentries,14.0
Jaw Worm,14.0
Lots of Slimes,14.0
2 Orb Walkers,14.0
Gremlin Gang,14.0
Gremlin Nob,14.0
Slime Boss,14.0
3 Sentries,14.0
Red Slaver,14.0
2 Louse,14.0
3 Louse,14.0
Jaw Worm,14.0
Chosen,14.0
Exordium Wildlife,14.0
Shell Parasite,14.0
Lots of Slimes,14.0
Small Slimes,14.0
Lagavulin,14.0
Gremlin Nob,14.0
Sentry and Sphere,14.0
Automaton,14.0
Lagavulin,14.0
Exordium Wildlife,14.0
3 Byrds,14.0
Cultist,14.0
Gremlin Gang,14.0
Blue Slaver,14.0
Centurion and Healer,14.0
Book of Stabbing,14.0
3 Shapes,14.0
3 Sentries,14.0
Centurion and Healer,14.0
Automaton,14.0
Gremlin Nob,14.0
The Mushroom Lair,14.0
Automaton,14.0
Spheric Guardian,14.0
Lagavulin,14.0
Slavers,14.0
2 Fungi Beasts,14.0
Lagavulin,14.0
Gremlin Nob,14.0
The Guardian,14.0
Red Slaver,14.0
Exordium Thugs,14.0
Exordium Wildlife,14.0
3 Cultists,14.0
Small Slimes,14.0
Snake Plant,14.0
3 Louse,14.0
Snecko,14.0
Slavers,14.0
Gremlin Leader,14.0
3 Sentries,14.0
Large Slime,14.0
Donu and Deca,14.0
Time Eater,14.0
2 Fungi Beasts,14.0
Centurion and Healer,14.0
Snake Plant,14.0
3 Cultists,14.0
3 Byrds,14.0
Exordium Thugs,14.0
3 Louse,14.0
Snake Plant,14.0
3 Cultists,14.0
Jaw Worm,14.0
Book of Stabbing,14.0
Jaw Worm,14.0
Small Slimes,14.0
3 Sentries,14.0
2 Thieves,14.0
Snecko,14.0
Maw,14.0
Snake Plant,14.0
3 Sentries,14.0
Shield and Spear,14.0
Orb Walker,14.0
Sphere and 2 Shapes,14.0
3 Byrds,14.0
Automaton,14.0
Gremlin Leader,14.0
Reptomancer,14.0
Shield and Spear,14.0
Chosen,14.0
3 Darklings,14.0
Orb Walker,14.0
Shelled Parasite and Fungi,14.0
Snecko,14.0
Champ,14.0
Book of Stabbing,14.0
2 Fungi Beasts,14.0
Red Slaver,14.0
Shelled Parasite and Fungi,14.0
Lagavulin,14.0
Lagavulin,14.0
2 Fungi Beasts,14.0
Snecko,14.0
Jaw Worm,14.0
Gremlin Nob,14.0
Jaw Worm,14.0
Slavers,14.0
Slavers,14.0
Red Slaver,14.0
Book of Stabbing,14.0
Slavers,14.0
Gremlin Leader,14.0
2 Louse,14.0
Reptomancer,14.0
Hexaghost,14.0
Giant Head,14.0
The Guardian,14.0
Orb Walker,14.0
3 Shapes,14.0
Lagavulin,14.0
Jaw Worm,14.0
Book of Stabbing,14.0
Nemesis,14.0
Slavers,14.0
Writhing Mass,14.0
Gremlin Nob,14.0
Shell Parasite,14.0
Gremlin Gang,14.0
Automaton,14.0
Gremlin Nob,14.0
Blue Slaver,14.0
3 Sentries,14.0
Snake Plant,14.0
Maw,14.0
Lagavulin,14.0
2 Thieves,14.0
Jaw Worm,14.0
Exordium Wildlife,14.0
3 Sentries,14.0
The Heart,14.0
Donu and Deca,14.0
Shell Parasite,14.0
Snecko,14.0
Lots of Slimes,14.0
3 Sentries,14.0
2 Thieves,14.0
Exordium Wildlife,14.0
Lagavulin,14.0
Jaw Worm,14.0
3 Byrds,14.0
Chosen and Byrds,14.0
Exordium Thugs,14.0
Spheric Guardian,14.0
Orb Walker,14.0
3 Sentries,14.0
Exordium Thugs,14.0
Champ,14.0
Centurion and Healer,14.0
Spire Growth,14.0
Exordium Thugs,14.0
Red Slaver,14.0
3 Louse,14.0
Shell Parasite,14.0
Centurion and Healer,14.0
Slavers,14.0
Lagavulin,14.0
Snake Plant,14.0
Gremlin Leader,14.0
Exordium Wildlife,14.0
Gremlin Leader,14.0
Gremlin Gang,14.0
Spheric Guardian,14.0
3 Sentries,14.0
2 Orb Walkers,14.0
Blue Slaver,14.0
3 Sentries,14.0
3 Sentries,14.0
Jaw Worm,14.0
Centurion and Healer,14.0
Jaw Worm,14.0
Jaw Worm,14.0
Shelled Parasite and Fungi,14.0
Lagavulin,14.0
Centurion and Healer,14.0
Maw,14.0
The Heart,14.0
2 Thieves,14.0
Large Slime,14.0
Gremlin Nob,14.0
Jaw Worm,14.0
Exordium Thugs,14.0
2 Louse,14.0
Centurion and Healer,14.0
Spire Growth,14.0
2 Louse,14.0
Donu and Deca,14.0
Centurion and Healer,14.0
Jaw Worm,14.0
Blue Slaver,14.0
Slime Boss,14.0
Shell Parasite,14.0
Large Slime,14.0
Lots of Slimes,14.0
2 Thieves,14.0
Book of Stabbing,14.0
Small Slimes,14.0
Exordium Wildlife,14.0
Hexaghost,14.0
Masked Bandits,14.0
Collector,14.0
3 Sentries,14.0
Reptomancer,14.0
Masked Bandits,14.0
Snake Plant,14.0
3 Sentries,14.0
3 Sentries,14.0
Shelled Parasite and Fungi,14.0
Gremlin Gang,14.0
Snake Plant,14.0
Snake Plant,14.0
Writhing Mass,13.0
Exordium Thugs,13.0
3 Sentries,13.0
Centurion and Healer,13.0
Shell Parasite,13.0
Snake Plant,13.0
Hexaghost,13.0
Shell Parasite,13.0
Book of Stabbing,13.0
Exordium Thugs,13.0
3 Sentries,13.0
The Mushroom Lair,13.0
Small Slimes,13.0
Lagavulin,13.0
3 Sentries,13.0
Exordium Wildlife,13.0
2 Fungi Beasts,13.0
Gremlin Leader,13.0
Nemesis,13.0
Awakened One,13.0
Gremlin Leader,13.0
Exordium Thugs,13.0
Large Slime,13.0
The Mushroom Lair,13.0
2 Thieves,13.0
Jaw Worm,13.0
Gremlin Leader,13.0
3 Sentries,13.0
Snecko,13.0
Hexaghost,13.0
Shelled Parasite and Fungi,13.0
Blue Slaver,13.0
Blue Slaver,13.0
Jaw Worm,13.0
Book of Stabbing,13.0
Exordium Thugs,13.0
Blue Slaver,13.0
Large Slime,13.0
Small Slimes,13.0
Jaw Worm Horde,13.0
Donu and Deca,13.0
Slime Boss,13.0
Jaw Worm,13.0
Gremlin Leader,13.0
3 Byrds,13.0
Hexaghost,13.0
Nemesis,13.0
Snake Plant,13.0
Lagavulin,13.0
Spheric Guardian,13.0
3 Cultists,13.0
Slavers,13.0
Book of Stabbing,13.0
3 Byrds,13.0
3 Shapes,13.0
Shelled Parasite and Fungi,13.0
3 Sentries,13.0
Spheric Guardian,13.0
Slavers,13.0
Blue Slaver,13.0
Exordium Wildlife,13.0
Exordium Thugs,13.0
Gremlin Leader,13.0
Spheric Guardian,13.0
Slavers,13.0
Small Slimes,13.0
The Heart,13.0
Reptomancer,13.0
Jaw Worm,13.0
3 Shapes,13.0
Lagavulin,13.0
Time Eater,13.0
3 Sentries,13.0
The Guardian,13.0
3 Byrds,13.0
Hexaghost,13.0
Colosseum Slavers,13.0
2 Thieves,13.0
Giant Head,13.0
Slime Boss,13.0
Centurion and Healer,13.0
The Mushroom Lair,13.0
Snake Plant,13.0
Giant Head,13.0
Writhing Mass,13.0
Giant Head,13.0
Exordium Wildlife,13.0
Spheric Guardian,13.0
Donu and Deca,13.0
Automaton,13.0
Snake Plant,13.0
3 Cultists,13.0
Gremlin Nob,13.0
Lagavulin,13.0
Gremlin Leader,13.0
4 Shapes,13.0
3 Sentries,13.0
Slime Boss,13.0
Hexaghost,13.0
Centurion and Healer,13.0
Cultist and Chosen,13.0
Snake Plant,13.0
Sentry and Sphere,13.0
Cultist,13.0
3 Byrds,13.0
Blue Slaver,13.0
Centurion and Healer,13.0
Spheric Guardian,13.0
Slavers,13.0
Shelled Parasite and Fungi,13.0
Blue Slaver,13.0
3 Darklings,13.0
Lagavulin,13.0
Looter,13.0
3 Shapes,13.0
Lagavulin,13.0
Donu and Deca,13.0
Lots of Slimes,13.0
3 Shapes,13.0
Spheric Guardian,13.0
Snake Plant,13.0
Sentry and Sphere,13.0
2 Thieves,13.0
Centurion and Healer,13.0
Nemesis,13.0
Slime Boss,13.0
Exordium Thugs,13.0
Red Slaver,13.0
Hexaghost,13.0
Gremlin Leader,13.0
Lots of Slimes,13.0
Red Slaver,13.0
2 Thieves,13.0
Lagavulin,13.0
Hexaghost,13.0
Colosseum Slavers,13.0
Lagavulin,13.0
3 Byrds,13.0
Shield and Spear,13.0
Shell Parasite,13.0
2 Thieves,13.0
3 Byrds,13.0
3 Sentries,13.0
Spheric Guardian,13.0
Exordium Wildlife,13.0
Hexaghost,13.0
Spheric Guardian,13.0
Book of Stabbing,13.0
Gremlin Nob,13.0
Slavers,13.0
Gremlin Gang,13.0
Gremlin Nob,13.0
2 Thieves,13.0
3 Sentries,13.0
Orb Walker,13.0
Jaw Worm,13.0
Nemesis,13.0
Snecko,13.0
Gremlin Nob,13.0
Writhing Mass,13.0
Blue Slaver,13.0
Cultist and Chosen,13.0
Sphere and 2 Shapes,13.0
Centurion and Healer,13.0
Shell Parasite,13.0
Shell Parasite,13.0
Blue Slaver,13.0
3 Sentries,13.0
2 Louse,13.0
Slavers,13.0
Lagavulin,13.0
Jaw Worm Horde,13.0
Blue Slaver,13.0
Small Slimes,13.0
Shield and Spear,13.0
Gremlin Nob,13.0
2 Louse,13.0
Snecko,13.0
Collector,13.0
3 Sentries,13.0
Lagavulin,13.0
Blue Slaver,13.0
2 Fungi Beasts,13.0
Shell Parasite,13.0
The Guardian,13.0
Gremlin Nob,13.0
2 Thieves,13.0
Centurion and Healer,13.0
Snake Plant,13.0
Gremlin Nob,13.0
Giant Head,13.0
Lots of Slimes,13.0
3 Sentries,13.0
Spire Growth,13.0
Nemesis,13.0
Slavers,13.0
3 Cultists,13.0
Red Slaver,13.0
Slavers,13.0
Gremlin Leader,13.0
Lots of Slimes,13.0
The Mushroom Lair,13.0
Lagavulin,13.0
Lagavulin,13.0
Cultist and Chosen,13.0
Large Slime,13.0
Shell Parasite,13.0
Exordium Wildlife,13.0
Donu and Deca,13.0
Automaton,13.0
The Heart,13.0
Time Eater,13.0
Spheric Guardian,13.0
Jaw Worm Horde,13.0
Exordium Thugs,13.0
Shell Parasite,13.0
3 Cultists,13.0
Exordium Wildlife,13.0
2 Thieves,13.0
Shell Parasite,13.0
Lagavulin,13.0
3 Shapes,13.0
Writhing Mass,13.0
Exordium Thugs,13.0
Maw,13.0
Shell Parasite,13.0
3 Sentries,13.0
Donu and Deca,13.0
Maw,13.0
Giant Head,13.0
Lots of Slimes,13.0
3 Sentries,13.0
Nemesis,13.0
Hexaghost,13.0
Gremlin Leader,13.0
Small Slimes,13.0
Gremlin Leader,13.0
Shelled Parasite and Fungi,13.0
Chosen and Byrds,13.0
3 Sentries,13.0
Champ,13.0
2 Thieves,13.0
Shelled Parasite and Fungi,13.0
Slime Boss,13.0
Gremlin Nob,13.0
Book of Stabbing,13.0
Snake Plant,13.0
2 Louse,13.0
3 Louse,13.0
Lots of Slimes,13.0
Awakened One,13.0
2 Thieves,13.0
3 Shapes,13.0
Nemesis,13.0
4 Shapes,13.0
Spheric Guardian,13.0
Lagavulin,13.0
Spheric Guardian,13.0
Nemesis,13.0
3 Sentries,13.0
Blue Slaver,13.0
Small Slimes,13.0
Hexaghost,13.0
Exordium Thugs,13.0
Hexaghost,13.0
Centurion and Healer,13.0
Awakened One,13.0
Centurion and Healer,13.0
3 Louse,13.0
Chosen,13.0
Automaton,13.0
Spire Growth,13.0
Cultist and Chosen,13.0
Shelled Parasite and Fungi,13.0
Reptomancer,13.0
3 Sentries,13.0
Lagavulin,13.0
Exordium Wildlife,13.0
Book of Stabbing,13.0
Centurion and Healer,13.0
Book of Stabbing,13.0
Jaw Worm Horde,13.0
Transient,13.0
2 Orb Walkers,13.0
Hexaghost,13.0
Lagavulin,13.0
Centurion and Healer,13.0
Slavers,13.0
Cultist and Chosen,13.0
Blue Slaver,13.0
Snake Plant,13.0
Large Slime,13.0
Gremlin Nob,13.0
2 Louse,13.0
Lagavulin,13.0
Slavers,13.0
Exordium Wildlife,13.0
2 Louse,13.0
Snecko,13.0
Exordium Wildlife,13.0
Lots of Slimes,13.0
Awakened One,13.0
Shell Parasite,13.0
The Guardian,13.0
Lagavulin,13.0
Lagavulin,13.0
Hexaghost,13.0
2 Thieves,13.0
Snecko,13.0
Red Slaver,13.0
Book of Stabbing,13.0
Jaw Worm,13.0
Gremlin Nob,13.0
Lagavulin,13.0
Gremlin Leader,13.0
Snecko,13.0
Gremlin Leader,13.0
3 Sentries,13.0
Time Eater,13.0
Blue Slaver,13.0
3 Sentries,13.0
3 Byrds,13.0
Shell Parasite,13.0
Jaw Worm,13.0
Book of Stabbing,13.0
Blue Slaver,13.0
Snecko,13.0
Lots of Slimes,13.0
Hexaghost,13.0
Automaton,13.0
Shell Parasite,13.0
Shell Parasite,13.0
Small Slimes,13.0
Blue Slaver,13.0
2 Orb Walkers,13.0
Cultist and Chosen,13.0
Snake Plant,13.0
3 Cultists,13.0
Gremlin Nob,13.0
The Guardian,13.0
Lagavulin,13.0
Red Slaver,13.0
Sentry and Sphere,13.0
3 Sentries,13.0
Giant Head,13.0
Spheric Guardian,13.0
Lots of Slimes,13.0
Gremlin Leader,13.0
Snake Plant,13.0
Small Slimes,13.0
Hexaghost,13.0
Exordium Wildlife,13.0
Snake Plant,13.0
Centurion and Healer,13.0
3 Cultists,13.0
The Guardian,13.0
3 Cultists,13.0
Sentry and Sphere,13.0
Lagavulin,13.0
Large Slime,13.0
2 Fungi Beasts,13.0
Spheric Guardian,13.0
Red Slaver,13.0
Looter,13.0
Centurion and Healer,13.0
Slavers,13.0
Lagavulin,13.0
Spheric Guardian,13.0
Reptomancer,13.0
Cultist,13.0
2 Thieves,13.0
Gremlin Nob,13.0
Writhing Mass,13.0
Maw,13.0
2 Thieves,13.0
Centurion and Healer,13.0
Hexaghost,13.0
Cultist,13.0
3 Sentries,13.0
Large Slime,13.0
Small Slimes,13.0
Gremlin Gang,13.0
Jaw Worm,13.0
Gremlin Nob,13.0
Blue Slaver,13.0
Writhing Mass,13.0
Red Slaver,13.0
Gremlin Gang,13.0
Centurion and Healer,13.0
Book of Stabbing,13.0
Automaton,12.0
Blue Slaver,12.0
Small Slimes,12.0
3 Darklings,12.0
Small Slimes,12.0
Jaw Worm,12.0
2 Thieves,12.0
Slime Boss,12.0
3 Sentries,12.0
Slavers,12.0
Large Slime,12.0
Jaw Worm,12.0
Blue Slaver,12.0
Hexaghost,12.0
3 Sentries,12.0
3 Louse,12.0
3 Darklings,12.0
Shell Parasite,12.0
3 Sentries,12.0
Snake Plant,12.0
Exordium Wildlife,12.0
Small Slimes,12.0
Gremlin Gang,12.0
3 Sentries,12.0
3 Sentries,12.0
Spheric Guardian,12.0
Small Slimes,12.0
3 Darklings,12.0
3 Shapes,12.0
Slavers,12.0
Colosseum Slavers,12.0
Slavers,12.0
Blue Slaver,12.0
Centurion and Healer,12.0
3 Darklings,12.0
Gremlin Leader,12.0
3 Byrds,12.0
Orb Walker,12.0
Large Slime,12.0
The Guardian,12.0
Cultist and Chosen,12.0
2 Thieves,12.0
Exordium Thugs,12.0
Lagavulin,12.0
Transient,12.0
3 Darklings,12.0
3 Cultists,12.0
Sentry and Sphere,12.0
3 Sentries,12.0
Gremlin Nob,12.0
Collector,12.0
Slavers,12.0
Gremlin Nob,12.0
Sentry and Sphere,12.0
Snake Plant,12.0
Masked Bandits,12.0
Shield and Spear,12.0
Large Slime,12.0
Blue Slaver,12.0
Chosen,12.0
Small Slimes,12.0
Lagavulin,12.0
Cultist,12.0
3 Louse,12.0
Nemesis,12.0
Lagavulin,12.0
Large Slime,12.0
Large Slime,12.0
Jaw Worm,12.0
Small Slimes,12.0
Champ,12.0
Awakened One,12.0
Lagavulin,12.0
Jaw Worm,12.0
Automaton,12.0
Giant Head,12.0
Small Slimes,12.0
3 Darklings,12.0
Snake Plant,12.0
Lagavulin,12.0
Large Slime,12.0
Chosen,12.0
3 Darklings,12.0
Gremlin Leader,12.0
Hexaghost,12.0
Spheric Guardian,12.0
Exordium Thugs,12.0
Snake Plant,12.0
3 Sentries,12.0
Exordium Thugs,12.0
2 Louse,12.0
Cultist,12.0
Automaton,12.0
Slavers,12.0
3 Sentries,12.0
Centurion and Healer,12.0
2 Thieves,12.0
Centurion and Healer,12.0
Slime Boss,12.0
Gremlin Leader,12.0
Shell Parasite,12.0
Lagavulin,12.0
Automaton,12.0
The Guardian,12.0
Book of Stabbing,12.0
Automaton,12.0
Orb Walker,12.0
3 Sentries,12.0
The Guardian,12.0
Shell Parasite,12.0
Snake Plant,12.0
Giant Head,12.0
2 Thieves,12.0
Slime Boss,12.0
Lagavulin,12.0
3 Byrds,12.0
Blue Slaver,12.0
Spheric Guardian,12.0
Reptomancer,12.0
Small Slimes,12.0
Cultist,12.0
Snake Plant,12.0
Sentry and Sphere,12.0
Exordium Wildlife,12.0
Jaw Worm,12.0
The Guardian,12.0
3 Sentries,12.0
Shelled Parasite and Fungi,12.0
Book of Stabbing,12.0
Looter,12.0
Lots of Slimes,12.0
Blue Slaver,12.0
Lagavulin,12.0
Gremlin Nob,12.0
Cultist and Chosen,12.0
Lagavulin,12.0
2 Thieves,12.0
Snake Plant,12.0
Reptomancer,12.0
Jaw Worm,12.0
Snecko,12.0
Book of Stabbing,12.0
Jaw Worm,12.0
Reptomancer,12.0
Jaw Worm,12.0
Reptomancer,12.0
Centurion and Healer,12.0
Nemesis,12.0
3 Sentries,12.0
3 Sentries,12.0
3 Cultists,12.0
Large Slime,12.0
Nemesis,12.0
Snake Plant,12.0
3 Sentries,12.0
2 Thieves,12.0
Lagavulin,12.0
Blue Slaver,12.0
Exordium Thugs,12.0
Snecko,12.0
3 Cultists,12.0
Centurion and Healer,12.0
Donu and Deca,12.0
Blue Slaver,12.0
Large Slime,12.0
Shelled Parasite and Fungi,12.0
Hexaghost,12.0
Lagavulin,12.0
Snecko,12.0
Sentry and Sphere,12.0
Mind Bloom Boss Battle,12.0
Lagavulin,12.0
Gremlin Nob,12.0
Hexaghost,12.0
The Mushroom Lair,12.0
3 Sentries,12.0
Exordium Thugs,12.0
Cultist,12.0
Centurion and Healer,12.0
Shelled Parasite and Fungi,12.0
Large Slime,12.0
3 Sentries,12.0
The Guardian,12.0
3 Sentries,12.0
Large Slime,12.0
Lagavulin,12.0
Giant Head,12.0
Transient,12.0
Reptomancer,12.0
2 Orb Walkers,12.0
Automaton,12.0
Hexaghost,12.0
Exordium Thugs,12.0
Large Slime,12.0
Gremlin Nob,12.0
Small Slimes,12.0
Gremlin Nob,12.0
2 Thieves,12.0
Shelled Parasite and Fungi,12.0
2 Thieves,12.0
Automaton,12.0
Hexaghost,12.0
Shell Parasite,12.0
Jaw Worm,12.0
Large Slime,12.0
Hexaghost,12.0
Looter,12.0
Book of Stabbing,12.0
Gremlin Leader,12.0
2 Thieves,12.0
Lots of Slimes,12.0
Small Slimes,12.0
Lagavulin,12.0
Shelled Parasite and Fungi,12.0
2 Thieves,12.0
Giant Head,12.0
Gremlin Nob,12.0
3 Sentries,12.0
Transient,12.0
Chosen,12.0
The Guardian,12.0
Jaw Worm,12.0
Time Eater,12.0
Lagavulin,12.0
Gremlin Nob,12.0
3 Sentries,12.0
3 Sentries,12.0
Exordium Thugs,12.0
Small Slimes,12.0
Lots of Slimes,12.0
Slavers,12.0
Red Slaver,12.0
Orb Walker,12.0
Spheric Guardian,12.0
3 Sentries,12.0
Gremlin Leader,12.0
Maw,12.0
Gremlin Gang,12.0
Lots of Slimes,12.0
Champ,12.0
Snake Plant,12.0
3 Sentries,12.0
Looter,12.0
Lagavulin,12.0
3 Sentries,12.0
Automaton,12.0
3 Byrds,12.0
Champ,12.0
The Guardian,12.0
3 Sentries,12.0
Slavers,12.0
Small Slimes,12.0
Jaw Worm,12.0
Jaw Worm,12.0
3 Louse,12.0
3 Sentries,12.0
Lagavulin,12.0
Lagavulin,12.0
2 Fungi Beasts,12.0
Lagavulin,12.0
Slime Boss,12.0
Spheric Guardian,12.0
Gremlin Nob,12.0
Exordium Thugs,12.0
Hexaghost,12.0
Gremlin Nob,12.0
Centurion and Healer,12.0
3 Byrds,12.0
Jaw Worm,12.0
3 Sentries,12.0
Lagavulin,12.0
Hexaghost,12.0
Lagavulin,12.0
Lots of Slimes,12.0
Exordium Thugs,12.0
3 Cultists,12.0
Chosen,12.0
3 Byrds,12.0
3 Sentries,12.0
Sentry and Sphere,12.0
Lagavulin,12.0
2 Louse,12.0
Chosen,12.0
3 Byrds,12.0
Hexaghost,12.0
Hexaghost,12.0
Centurion and Healer,12.0
Chosen,12.0
Chosen,12.0
3 Sentries,12.0
Shell Parasite,12.0
Masked Bandits,12.0
Lagavulin,12.0
Blue Slaver,12.0
Gremlin Leader,12.0
Snake Plant,12.0
Awakened One,12.0
Book of Stabbing,12.0
Small Slimes,12.0
Chosen,12.0
Slavers,12.0
2 Louse,12.0
Orb Walker,12.0
Giant Head,12.0
Snake Plant,12.0
Looter,12.0
Lagavulin,12.0
Cultist and Chosen,12.0
3 Sentries,12.0
Small Slimes,12.0
3 Shapes,12.0
2 Louse,12.0
Exordium Wildlife,12.0
Spire Growth,12.0
Gremlin Leader,12.0
Giant Head,12.0
Jaw Worm Horde,12.0
Exordium Wildlife,12.0
3 Louse,12.0
Small Slimes,12.0
Book of Stabbing,12.0
Gremlin Nob,12.0
Lagavulin,12.0
3 Sentries,12.0
Small Slimes,12.0
Chosen,12.0
3 Louse,12.0
Exordium Wildlife,12.0
Lagavulin,12.0
The Mushroom Lair,12.0
Snecko,12.0
Hexaghost,12.0
Lagavulin,12.0
Slavers,12.0
Masked Bandits,12.0
3 Darklings,12.0
Hexaghost,12.0
Jaw Worm,12.0
Looter,12.0
Cultist,12.0
3 Byrds,12.0
Jaw Worm,12.0
Slavers,12.0
Shell Parasite,12.0
Book of Stabbing,12.0
Snecko,12.0
3 Sentries,12.0
Champ,12.0
Snake Plant,12.0
2 Louse,12.0
3 Byrds,12.0
2 Thieves,12.0
Small Slimes,12.0
Writhing Mass,12.0
Gremlin Leader,12.0
Hexaghost,12.0
Book of Stabbing,12.0
Snake Plant,12.0
Giant Head,12.0
2 Thieves,12.0
Looter,12.0
Small Slimes,12.0
Exordium Wildlife,12.0
Large Slime,12.0
The Heart,12.0
2 Thieves,12.0
Exordium Thugs,12.0
Chosen,12.0
Hexaghost,12.0
Jaw Worm,12.0
Nemesis,12.0
Exordium Wildlife,12.0
2 Fungi Beasts,12.0
Maw,12.0
Nemesis,12.0
Reptomancer,12.0
Writhing Mass,12.0
3 Shapes,12.0
Lots of Slimes,12.0
Gremlin Nob,12.0
3 Louse,12.0
Large Slime,12.0
Exordium Wildlife,12.0
Exordium Wildlife,12.0
Snake Plant,12.0
3 Darklings,12.0
Cultist and Chosen,12.0
Automaton,12.0
Blue Slaver,12.0
2 Thieves,12.0
Gremlin Gang,12.0
3 Sentries,12.0
Gremlin Nob,12.0
Slime Boss,12.0
Large Slime,12.0
Snake Plant,12.0
Centurion and Healer,12.0
Lagavulin,12.0
Gremlin Nob,12.0
3 Sentries,12.0
Exordium Wildlife,12.0
2 Thieves,12.0
Jaw Worm,12.0
Shelled Parasite and Fungi,12.0
4 Shapes,12.0
Automaton,12.0
Centurion and Healer,12.0
Gremlin Leader,12.0
Chosen,12.0
Masked Bandits,12.0
Large Slime,12.0
3 Sentries,12.0
2 Louse,12.0
The Mushroom Lair,12.0
Exordium Wildlife,12.0
Blue Slaver,12.0
3 Sentries,12.0
Looter,12.0
3 Louse,12.0
2 Thieves,12.0
Nemesis,12.0
Reptomancer,12.0
Lagavulin,12.0
Small Slimes,12.0
Small Slimes,12.0
3 Sentries,12.0
Book of Stabbing,12.0
Shield and Spear,12.0
Transient,12.0
Snecko,12.0
Snecko,12.0
Snake Plant,12.0
Lots of Slimes,12.0
Small Slimes,12.0
Lagavulin,12.0
Jaw Worm,12.0
Blue Slaver,12.0
Spheric Guardian,12.0
Exordium Wildlife,12.0
Book of Stabbing,12.0
3 Sentries,12.0
Transient,12.0
Sentry and Sphere,12.0
Cultist and Chosen,12.0
Shell Parasite,12.0
Small Slimes,12.0
Spire Growth,12.0
Sentry and Sphere,12.0
Gremlin Nob,12.0
Nemesis,12.0
2 Louse,12.0
Small Slimes,12.0
Exordium Thugs,12.0
Looter,12.0
Lagavulin,12.0
Small Slimes,12.0
Slavers,12.0
Looter,12.0
Looter,12.0
Snecko,12.0
Large Slime,12.0
Gremlin Nob,12.0
Large Slime,12.0
Small Slimes,12.0
Slime Boss,12.0
Lagavulin,12.0
Chosen,12.0
Small Slimes,12.0
2 Louse,12.0
3 Sentries,12.0
Lagavulin,12.0
2 Louse,12.0
Small Slimes,12.0
Shelled Parasite and Fungi,12.0
Gremlin Nob,12.0
3 Sentries,12.0
Exordium Wildlife,12.0
Chosen and Byrds,12.0
Gremlin Nob,12.0
Blue Slaver,12.0
Cultist,12.0
Large Slime,12.0
Spire Growth,12.0
Chosen,12.0
3 Byrds,12.0
3 Sentries,12.0
3 Sentries,12.0
2 Thieves,12.0
Masked Bandits,12.0
Time Eater,12.0
Snecko,12.0
Shelled Parasite and Fungi,12.0
2 Fungi Beasts,12.0
Cultist,12.0
Small Slimes,12.0
Jaw Worm,12.0
Shield and Spear,12.0
Lagavulin,12.0
2 Louse,12.0
2 Thieves,12.0
Exordium Wildlife,12.0
Automaton,12.0
Gremlin Gang,12.0
Looter,12.0
Small Slimes,12.0
Awakened One,12.0
Lots of Slimes,12.0
Large Slime,12.0
Book of Stabbing,12.0
Gremlin Leader,12.0
Book of Stabbing,12.0
Snake Plant,12.0
Hexaghost,12.0
3 Cultists,12.0
Jaw Worm,12.0
Gremlin Gang,12.0
Slavers,12.0
3 Sentries,12.0
3 Sentries,12.0
Snake Plant,12.0
Lagavulin,12.0
3 Sentries,12.0
Donu and Deca,12.0
The Guardian,12.0
Gremlin Nob,12.0
Cultist,12.0
Lagavulin,12.0
Donu and Deca,12.0
2 Thieves,12.0
Book of Stabbing,12.0
3 Sentries,12.0
2 Louse,12.0
3 Louse,12.0
Lots of Slimes,12.0
Lagavulin,12.0
Gremlin Nob,12.0
Gremlin Nob,12.0
2 Louse,12.0
Cultist,12.0
The Guardian,12.0
Lagavulin,11.0
3 Darklings,11.0
Gremlin Leader,11.0
Blue Slaver,11.0
Maw,11.0
Orb Walker,11.0
Centurion and Healer,11.0
Shell Parasite,11.0
Gremlin Nob,11.0
Sentry and Sphere,11.0
2 Louse,11.0
Gremlin Nob,11.0
3 Darklings,11.0
Blue Slaver,11.0
Cultist and Chosen,11.0
Looter,11.0
Spheric Guardian,11.0
3 Sentries,11.0
Spheric Guardian,11.0
3 Shapes,11.0
Colosseum Slavers,11.0
3 Louse,11.0
Lagavulin,11.0
3 Byrds,11.0
Exordium Wildlife,11.0
3 Sentries,11.0
Collector,11.0
Exordium Thugs,11.0
Jaw Worm,11.0
Blue Slaver,11.0
Gremlin Nob,11.0
Small Slimes,11.0
3 Darklings,11.0
2 Thieves,11.0
3 Darklings,11.0
Book of Stabbing,11.0
Lagavulin,11.0
Gremlin Leader,11.0
Hexaghost,11.0
Chosen,11.0
Jaw Worm,11.0
